HITId,Input.hit,item,prediction
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-popup-task4,not
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-popup-task5,not
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-pornographic-task1,no
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-pornographic-task2,no
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-pornographic-task3,no
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-pornographic-task4,no
3PEG1BH7AERHQ20G8N7IQWEIQIKKBX,82,Answer.question-pornographic-task5,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-ad-task1,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-ad-task2,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-ad-task3,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-ad-task4,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-ad-task5,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-blank-task1,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-blank-task2,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-blank-task3,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-blank-task4,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-blank-task5,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-captcha-task1,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-captcha-task2,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-captcha-task3,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-captcha-task4,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-captcha-task5,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-cutoff-task1,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-cutoff-task2,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-cutoff-task3,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-cutoff-task4,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-cutoff-task5,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-error-task1,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-error-task2,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-error-task3,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-error-task4,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-error-task5,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-loading-task1,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-loading-task2,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-loading-task3,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-loading-task4,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-loading-task5,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-popup-task1,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-popup-task2,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-popup-task3,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-popup-task4,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-popup-task5,not
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-pornographic-task1,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-pornographic-task2,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-pornographic-task3,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-pornographic-task4,no
32LAQ1JNT9PVPKZ92N25WDT2YGITUT,53,Answer.question-pornographic-task5,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-ad-task1,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-ad-task2,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-ad-task3,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-ad-task4,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-ad-task5,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-blank-task1,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-blank-task2,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-blank-task3,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-blank-task4,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-blank-task5,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-captcha-task1,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-captcha-task2,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-captcha-task3,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-captcha-task4,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-captcha-task5,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-cutoff-task1,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-cutoff-task2,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-cutoff-task3,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-cutoff-task4,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-cutoff-task5,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-error-task1,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-error-task2,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-error-task3,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-error-task4,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-error-task5,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-loading-task1,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-loading-task2,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-loading-task3,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-loading-task4,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-loading-task5,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-popup-task1,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-popup-task2,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-popup-task3,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-popup-task4,very
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-popup-task5,not
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-pornographic-task1,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-pornographic-task2,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-pornographic-task3,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-pornographic-task4,no
341H3G5YF0EBVAWSA8D3TU6C3N0Z0C,28,Answer.question-pornographic-task5,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-ad-task1,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-ad-task2,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-ad-task3,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-ad-task4,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-ad-task5,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-blank-task1,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-blank-task2,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-blank-task3,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-blank-task4,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-blank-task5,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-captcha-task1,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-captcha-task2,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-captcha-task3,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-captcha-task4,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-captcha-task5,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-cutoff-task1,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-cutoff-task2,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-cutoff-task3,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-cutoff-task4,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-cutoff-task5,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-error-task1,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-error-task2,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-error-task3,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-error-task4,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-error-task5,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-loading-task1,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-loading-task2,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-loading-task3,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-loading-task4,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-loading-task5,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-popup-task1,very
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-popup-task2,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-popup-task3,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-popup-task4,abit
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-popup-task5,not
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-pornographic-task1,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-pornographic-task2,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-pornographic-task3,no
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-pornographic-task4,yes
391FPZIE4CM5KB8E2TLGIUQENMNHU7,64,Answer.question-pornographic-task5,yes
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-ad-task1,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-ad-task2,yes
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-ad-task3,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-ad-task4,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-ad-task5,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-blank-task1,yes
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-blank-task2,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-blank-task3,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-blank-task4,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-blank-task5,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-captcha-task1,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-captcha-task2,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-captcha-task3,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-captcha-task4,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-captcha-task5,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-cutoff-task1,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-cutoff-task2,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-cutoff-task3,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-cutoff-task4,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-cutoff-task5,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-error-task1,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-error-task2,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-error-task3,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-error-task4,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-error-task5,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-loading-task1,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-loading-task2,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-loading-task3,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-loading-task4,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-loading-task5,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-popup-task1,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-popup-task2,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-popup-task3,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-popup-task4,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-popup-task5,not
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-pornographic-task1,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-pornographic-task2,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-pornographic-task3,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-pornographic-task4,no
36FFXPMST9OA76OH6797JOYP50ZHOU,3,Answer.question-pornographic-task5,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-ad-task1,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-ad-task2,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-ad-task3,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-ad-task4,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-ad-task5,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-blank-task1,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-blank-task2,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-blank-task3,yes
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-blank-task4,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-blank-task5,yes
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-captcha-task1,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-captcha-task2,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-captcha-task3,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-captcha-task4,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-captcha-task5,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-cutoff-task1,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-cutoff-task2,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-cutoff-task3,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-cutoff-task4,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-cutoff-task5,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-error-task1,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-error-task2,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-error-task3,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-error-task4,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-error-task5,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-loading-task1,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-loading-task2,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-loading-task3,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-loading-task4,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-loading-task5,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-popup-task1,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-popup-task2,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-popup-task3,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-popup-task4,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-popup-task5,not
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-pornographic-task1,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-pornographic-task2,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-pornographic-task3,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-pornographic-task4,no
3B6F54KMR2CE1NVWBZNVB6SJL071SD,56,Answer.question-pornographic-task5,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-ad-task1,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-ad-task2,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-ad-task3,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-ad-task4,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-ad-task5,yes
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-blank-task1,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-blank-task2,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-blank-task3,yes
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-blank-task4,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-blank-task5,yes
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-captcha-task1,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-captcha-task2,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-captcha-task3,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-captcha-task4,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-captcha-task5,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-cutoff-task1,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-cutoff-task2,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-cutoff-task3,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-cutoff-task4,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-cutoff-task5,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-error-task1,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-error-task2,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-error-task3,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-error-task4,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-error-task5,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-loading-task1,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-loading-task2,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-loading-task3,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-loading-task4,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-loading-task5,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-popup-task1,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-popup-task2,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-popup-task3,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-popup-task4,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-popup-task5,not
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-pornographic-task1,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-pornographic-task2,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-pornographic-task3,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-pornographic-task4,no
3BAKUKE49HC208VJWANQLWNNZYNR1E,6,Answer.question-pornographic-task5,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-ad-task1,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-ad-task2,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-ad-task3,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-ad-task4,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-ad-task5,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-blank-task1,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-blank-task2,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-blank-task3,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-blank-task4,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-blank-task5,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-captcha-task1,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-captcha-task2,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-captcha-task3,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-captcha-task4,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-captcha-task5,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-cutoff-task1,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-cutoff-task2,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-cutoff-task3,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-cutoff-task4,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-cutoff-task5,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-error-task1,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-error-task2,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-error-task3,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-error-task4,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-error-task5,not
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-loading-task1,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-loading-task2,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-loading-task3,no
3QGTX7BCHP2AQHIT7EJFAP23KVBZ5X,89,Answer.question-loading-task4,no
